ID,LABEL,SubClass Of,SubProperty Of,IRI,Type
MOP:0004226,S-montanoylation,montanoylation,,http://purl.obolibrary.org/obo/MOP_0004226,Class
MOP:0004227,S-muramylation,muramylation,,http://purl.obolibrary.org/obo/MOP_0004227,Class
MOP:0004228,S-nucleotidylation,nucleotidylation,,http://purl.obolibrary.org/obo/MOP_0004228,Class
MOP:0004229,S-5'-adenylylation,5'-adenylylation,,http://purl.obolibrary.org/obo/MOP_0004229,Class
MOP:0004230,S-5'-cytidylylation,5'-cytidylylation,,http://purl.obolibrary.org/obo/MOP_0004230,Class
MOP:0004231,S-5'-thymidylylation,5'-thymidylylation,,http://purl.obolibrary.org/obo/MOP_0004231,Class
MOP:0004232,S-5'-uridylylation,5'-uridylylation,,http://purl.obolibrary.org/obo/MOP_0004232,Class
MOP:0004233,S-5'-guanylylation,5'-guanylylation,,http://purl.obolibrary.org/obo/MOP_0004233,Class
MOP:0004234,S-5'-ribothymidylylation,5'-ribothymidylylation,,http://purl.obolibrary.org/obo/MOP_0004234,Class
MOP:0004235,S-5'-inosinylylation,5'-inosinylylation,,http://purl.obolibrary.org/obo/MOP_0004235,Class
MOP:0004236,S-pantothenylation,pantothenylation,,http://purl.obolibrary.org/obo/MOP_0004236,Class
MOP:0004237,S-pantoylation,pantoylation,,http://purl.obolibrary.org/obo/MOP_0004237,Class
MOP:0004238,S-peptidylation,peptidylation,,http://purl.obolibrary.org/obo/MOP_0004238,Class
MOP:0004239,S-phthalylation,phthalylation,,http://purl.obolibrary.org/obo/MOP_0004239,Class
MOP:0004240,S-propionylation,propionylation,,http://purl.obolibrary.org/obo/MOP_0004240,Class
MOP:0004241,S-pyruvoylation,pyruvoylation,,http://purl.obolibrary.org/obo/MOP_0004241,Class
MOP:0004242,S-retinoylation,retinoylation,,http://purl.obolibrary.org/obo/MOP_0004242,Class
MOP:0004243,S-sialoylation,sialoylation,,http://purl.obolibrary.org/obo/MOP_0004243,Class
MOP:0004244,S-3-carboxypropanoylation,3-carboxypropanoylation,,http://purl.obolibrary.org/obo/MOP_0004244,Class
MOP:0004245,S-trienoylation,trienoylation,,http://purl.obolibrary.org/obo/MOP_0004245,Class
MOP:0004246,S-anilinocarbonylation,anilinocarbonylation,,http://purl.obolibrary.org/obo/MOP_0004246,Class
MOP:0004247,S-pteroylation,pteroylation,,http://purl.obolibrary.org/obo/MOP_0004247,Class
MOP:0004248,S-3-carboxyprop-2-enoylation,3-carboxyprop-2-enoylation,,http://purl.obolibrary.org/obo/MOP_0004248,Class
MOP:0004249,S-(Z)-3-carboxyprop-2-enoylation,(Z)-3-carboxyprop-2-enoylation,,http://purl.obolibrary.org/obo/MOP_0004249,Class
MOP:0004250,S-(E)-3-carboxyprop-2-enoylation,(E)-3-carboxyprop-2-enoylation,,http://purl.obolibrary.org/obo/MOP_0004250,Class
MOP:0004251,"S-2,6-dichlorobenzoylation","2,6-dichlorobenzoylation",,http://purl.obolibrary.org/obo/MOP_0004251,Class
MOP:0004252,S-alpha-muramylation,alpha-muramylation,,http://purl.obolibrary.org/obo/MOP_0004252,Class
MOP:0004253,S-beta-muramylation,beta-muramylation,,http://purl.obolibrary.org/obo/MOP_0004253,Class
MOP:0004254,S-dihydrolipoylation,dihydrolipoylation,,http://purl.obolibrary.org/obo/MOP_0004254,Class
MOP:0004255,S-sinapoylation,sinapoylation,,http://purl.obolibrary.org/obo/MOP_0004255,Class
MOP:0004256,S-carboxyacetylation,carboxyacetylation,,http://purl.obolibrary.org/obo/MOP_0004256,Class
MOP:0004257,S-divalent carboacylation,divalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0004257,Class
MOP:0004258,S-aspartoylation,aspartoylation,,http://purl.obolibrary.org/obo/MOP_0004258,Class
MOP:0004259,S-L-aspartoylation,L-aspartoylation,,http://purl.obolibrary.org/obo/MOP_0004259,Class
MOP:0004260,S-D-aspartoylation,D-aspartoylation,,http://purl.obolibrary.org/obo/MOP_0004260,Class
MOP:0004261,S-citraconoylation,citraconoylation,,http://purl.obolibrary.org/obo/MOP_0004261,Class
MOP:0004262,S-glutamoylation,glutamoylation,,http://purl.obolibrary.org/obo/MOP_0004262,Class
MOP:0004263,S-D-glutamoylation,D-glutamoylation,,http://purl.obolibrary.org/obo/MOP_0004263,Class
MOP:0004264,S-L-glutamoylation,L-glutamoylation,,http://purl.obolibrary.org/obo/MOP_0004264,Class
MOP:0004265,S-maloylation,maloylation,,http://purl.obolibrary.org/obo/MOP_0004265,Class
MOP:0004266,S-phthaloylation,phthaloylation,,http://purl.obolibrary.org/obo/MOP_0004266,Class
MOP:0004267,S-succinylation,succinylation,,http://purl.obolibrary.org/obo/MOP_0004267,Class
MOP:0004268,S-butenedioylation,butenedioylation,,http://purl.obolibrary.org/obo/MOP_0004268,Class
MOP:0004269,S-fumaroylation,fumaroylation,,http://purl.obolibrary.org/obo/MOP_0004269,Class
MOP:0004270,S-maleoylation,maleoylation,,http://purl.obolibrary.org/obo/MOP_0004270,Class
MOP:0004271,S-hexanedioylation,hexanedioylation,,http://purl.obolibrary.org/obo/MOP_0004271,Class
MOP:0004272,S-malonylation,malonylation,,http://purl.obolibrary.org/obo/MOP_0004272,Class
MOP:0004273,S-ornithylation,ornithylation,,http://purl.obolibrary.org/obo/MOP_0004273,Class
MOP:0004274,S-L-ornithylation,L-ornithylation,,http://purl.obolibrary.org/obo/MOP_0004274,Class
MOP:0004275,S-half-cystylation,half-cystylation,,http://purl.obolibrary.org/obo/MOP_0004275,Class
MOP:0004276,S-L-tyrosin-O(4)-ylation,L-tyrosin-O(4)-ylation,,http://purl.obolibrary.org/obo/MOP_0004276,Class
MOP:0004277,S-L-threonin-O(3)-ylation,L-threonin-O(3)-ylation,,http://purl.obolibrary.org/obo/MOP_0004277,Class
MOP:0004278,S-D-tyrosin-O(4)-ylation,D-tyrosin-O(4)-ylation,,http://purl.obolibrary.org/obo/MOP_0004278,Class
MOP:0004279,S-D-threonin-O(3)-ylation,D-threonin-O(3)-ylation,,http://purl.obolibrary.org/obo/MOP_0004279,Class
MOP:0004280,S-tyrosin-O(4)-ylation,tyrosin-O(4)-ylation,,http://purl.obolibrary.org/obo/MOP_0004280,Class
MOP:0004281,S-threonin-O(3)-ylation,threonin-O(3)-ylation,,http://purl.obolibrary.org/obo/MOP_0004281,Class
MOP:0004282,S-oxalylation,oxalylation,,http://purl.obolibrary.org/obo/MOP_0004282,Class
MOP:0004283,S-fumagillin-2-ylation,fumagillin-2-ylation,,http://purl.obolibrary.org/obo/MOP_0004283,Class
MOP:0004284,S-acetoacetylation,acetoacetylation,,http://purl.obolibrary.org/obo/MOP_0004284,Class
MOP:0004285,S-alpha-linolenoylation,alpha-linolenoylation,,http://purl.obolibrary.org/obo/MOP_0004285,Class
MOP:0004286,S-gamma-linolenoylation,gamma-linolenoylation,,http://purl.obolibrary.org/obo/MOP_0004286,Class
MOP:0004287,S-carbamimidoylation,carbamimidoylation,,http://purl.obolibrary.org/obo/MOP_0004287,Class
MOP:0004288,S-formimidoylation,formimidoylation,,http://purl.obolibrary.org/obo/MOP_0004288,Class
MOP:0004289,S-trifluoroacetylation,trifluoroacetylation,,http://purl.obolibrary.org/obo/MOP_0004289,Class
MOP:0004290,S-carboxymethylation,carboxymethylation,,http://purl.obolibrary.org/obo/MOP_0004290,Class
MOP:0004291,S-methylenecarbonylation,methylenecarbonylation,,http://purl.obolibrary.org/obo/MOP_0004291,Class
MOP:0004292,S-N-hydroxyacetimidoylation,N-hydroxyacetimidoylation,,http://purl.obolibrary.org/obo/MOP_0004292,Class
MOP:0004293,S-acryloylation,acryloylation,,http://purl.obolibrary.org/obo/MOP_0004293,Class
MOP:0004294,S-tert-butoxycarbonylation,tert-butoxycarbonylation,,http://purl.obolibrary.org/obo/MOP_0004294,Class
MOP:0004295,S-sulfanediylation,sulfanediylation,,http://purl.obolibrary.org/obo/MOP_0004295,Class
MOP:0004296,S-phenylsulfanylation,phenylsulfanylation,,http://purl.obolibrary.org/obo/MOP_0004296,Class
MOP:0004297,S-methylsulfanylation,methylsulfanylation,,http://purl.obolibrary.org/obo/MOP_0004297,Class
MOP:0004298,S-sulfaniumylation,sulfaniumylation,,http://purl.obolibrary.org/obo/MOP_0004298,Class
MOP:0004299,S-disulfanidylation,disulfanidylation,,http://purl.obolibrary.org/obo/MOP_0004299,Class
MOP:0004300,S-disulfanediylation,disulfanediylation,,http://purl.obolibrary.org/obo/MOP_0004300,Class
MOP:0004301,S-disulfanylation,disulfanylation,,http://purl.obolibrary.org/obo/MOP_0004301,Class
MOP:0004302,S-tetrasulfanylation,tetrasulfanylation,,http://purl.obolibrary.org/obo/MOP_0004302,Class
MOP:0004303,S-tetrasulfanediylation,tetrasulfanediylation,,http://purl.obolibrary.org/obo/MOP_0004303,Class
MOP:0004304,S-trisulfanylation,trisulfanylation,,http://purl.obolibrary.org/obo/MOP_0004304,Class
MOP:0004305,S-trisulfanediylation,trisulfanediylation,,http://purl.obolibrary.org/obo/MOP_0004305,Class
MOP:0004306,S-pentasulfanylation,pentasulfanylation,,http://purl.obolibrary.org/obo/MOP_0004306,Class
MOP:0004307,S-diselanylation,diselanylation,,http://purl.obolibrary.org/obo/MOP_0004307,Class
MOP:0004308,S-tellanylation,tellanylation,,http://purl.obolibrary.org/obo/MOP_0004308,Class
MOP:0004309,S-tellanediylation,tellanediylation,,http://purl.obolibrary.org/obo/MOP_0004309,Class
MOP:0004310,S-tellaniumylation,tellaniumylation,,http://purl.obolibrary.org/obo/MOP_0004310,Class
MOP:0004311,S-ditellanylation,ditellanylation,,http://purl.obolibrary.org/obo/MOP_0004311,Class
MOP:0004312,S-amidylation,amidylation,,http://purl.obolibrary.org/obo/MOP_0004312,Class
MOP:0004313,S-azanediylation,azanediylation,,http://purl.obolibrary.org/obo/MOP_0004313,Class
MOP:0004314,S-2-aminoethylation,2-aminoethylation,,http://purl.obolibrary.org/obo/MOP_0004314,Class
MOP:0004315,S-4-aminobutylation,4-aminobutylation,,http://purl.obolibrary.org/obo/MOP_0004315,Class
MOP:0004316,S-azanetriylation,azanetriylation,,http://purl.obolibrary.org/obo/MOP_0004316,Class
MOP:0004317,"S-hydrazine-1,2-diylation","hydrazine-1,2-diylation",,http://purl.obolibrary.org/obo/MOP_0004317,Class
MOP:0004318,S-diazyn-1-ium-1-ylation,diazyn-1-ium-1-ylation,,http://purl.obolibrary.org/obo/MOP_0004318,Class
MOP:0004319,S-phosphanetriylation,phosphanetriylation,,http://purl.obolibrary.org/obo/MOP_0004319,Class
MOP:0004320,S-phosphanediylation,phosphanediylation,,http://purl.obolibrary.org/obo/MOP_0004320,Class
MOP:0004321,S-phosphanylation,phosphanylation,,http://purl.obolibrary.org/obo/MOP_0004321,Class
MOP:0004322,S-lambda(5)-phosphanylation,lambda(5)-phosphanylation,,http://purl.obolibrary.org/obo/MOP_0004322,Class
MOP:0004323,S-phosphaniumylation,phosphaniumylation,,http://purl.obolibrary.org/obo/MOP_0004323,Class
MOP:0004324,S-arsanylation,arsanylation,,http://purl.obolibrary.org/obo/MOP_0004324,Class
MOP:0004325,S-arsanediylation,arsanediylation,,http://purl.obolibrary.org/obo/MOP_0004325,Class
MOP:0004326,S-arsanetriylation,arsanetriylation,,http://purl.obolibrary.org/obo/MOP_0004326,Class
MOP:0004327,S-arsaniumylation,arsaniumylation,,http://purl.obolibrary.org/obo/MOP_0004327,Class
MOP:0004328,S-lambda(5)-arsanylation,lambda(5)-arsanylation,,http://purl.obolibrary.org/obo/MOP_0004328,Class
MOP:0004329,S-stibaniumylation,stibaniumylation,,http://purl.obolibrary.org/obo/MOP_0004329,Class
MOP:0004330,S-lambda(5)-stibanylation,lambda(5)-stibanylation,,http://purl.obolibrary.org/obo/MOP_0004330,Class
MOP:0004331,S-boranylation,boranylation,,http://purl.obolibrary.org/obo/MOP_0004331,Class
MOP:0004332,S-boranetriylation,boranetriylation,,http://purl.obolibrary.org/obo/MOP_0004332,Class
MOP:0004333,S-boranediylation,boranediylation,,http://purl.obolibrary.org/obo/MOP_0004333,Class
MOP:0004334,S-boranuidylation,boranuidylation,,http://purl.obolibrary.org/obo/MOP_0004334,Class
MOP:0004335,S-germylation,germylation,,http://purl.obolibrary.org/obo/MOP_0004335,Class
MOP:0004336,S-germanediylation,germanediylation,,http://purl.obolibrary.org/obo/MOP_0004336,Class
MOP:0004337,S-germanetetraylation,germanetetraylation,,http://purl.obolibrary.org/obo/MOP_0004337,Class
MOP:0004338,S-germanetriylation,germanetriylation,,http://purl.obolibrary.org/obo/MOP_0004338,Class
MOP:0004339,S-silylation,silylation,,http://purl.obolibrary.org/obo/MOP_0004339,Class
MOP:0004340,S-silanediylation,silanediylation,,http://purl.obolibrary.org/obo/MOP_0004340,Class
MOP:0004341,S-silanetriylation,silanetriylation,,http://purl.obolibrary.org/obo/MOP_0004341,Class
MOP:0004342,S-silanetetraylation,silanetetraylation,,http://purl.obolibrary.org/obo/MOP_0004342,Class
MOP:0004343,S-disilanylation,disilanylation,,http://purl.obolibrary.org/obo/MOP_0004343,Class
MOP:0004344,S-alumanylation,alumanylation,,http://purl.obolibrary.org/obo/MOP_0004344,Class
MOP:0004345,S-stannylation,stannylation,,http://purl.obolibrary.org/obo/MOP_0004345,Class
MOP:0004346,S-stannanetriylation,stannanetriylation,,http://purl.obolibrary.org/obo/MOP_0004346,Class
MOP:0004347,S-plumbanetriylation,plumbanetriylation,,http://purl.obolibrary.org/obo/MOP_0004347,Class
MOP:0004348,S-plumbylation,plumbylation,,http://purl.obolibrary.org/obo/MOP_0004348,Class
MOP:0004349,S-gallanylation,gallanylation,,http://purl.obolibrary.org/obo/MOP_0004349,Class
MOP:0004350,S-indiganylation,indiganylation,,http://purl.obolibrary.org/obo/MOP_0004350,Class
MOP:0004351,S-thallanylation,thallanylation,,http://purl.obolibrary.org/obo/MOP_0004351,Class
MOP:0004352,S-phosphatidylation,phosphatidylation,,http://purl.obolibrary.org/obo/MOP_0004352,Class
MOP:0004353,S-nucleosidylation,nucleosidylation,,http://purl.obolibrary.org/obo/MOP_0004353,Class
MOP:0004354,S-guanosylation,guanosylation,,http://purl.obolibrary.org/obo/MOP_0004354,Class
MOP:0004355,S-inosylation,inosylation,,http://purl.obolibrary.org/obo/MOP_0004355,Class
MOP:0004356,S-thymidylation,thymidylation,,http://purl.obolibrary.org/obo/MOP_0004356,Class
MOP:0004357,S-adenosylation,adenosylation,,http://purl.obolibrary.org/obo/MOP_0004357,Class
MOP:0004358,S-5'-adenosylation,5'-adenosylation,,http://purl.obolibrary.org/obo/MOP_0004358,Class
MOP:0004359,S-uridylation,uridylation,,http://purl.obolibrary.org/obo/MOP_0004359,Class
MOP:0004360,S-cytidylation,cytidylation,,http://purl.obolibrary.org/obo/MOP_0004360,Class
MOP:0004361,S-dolichylation,dolichylation,,http://purl.obolibrary.org/obo/MOP_0004361,Class
MOP:0004362,"S-2-trans,6-trans-farnesylation","2-trans,6-trans-farnesylation",,http://purl.obolibrary.org/obo/MOP_0004362,Class
MOP:0004363,S-margarylation,margarylation,,http://purl.obolibrary.org/obo/MOP_0004363,Class
MOP:0004364,S-methylation,methylation,,http://purl.obolibrary.org/obo/MOP_0004364,Class
MOP:0004365,S-methanetetraylation,methanetetraylation,,http://purl.obolibrary.org/obo/MOP_0004365,Class
MOP:0004366,S-methanetriylation,methanetriylation,,http://purl.obolibrary.org/obo/MOP_0004366,Class
MOP:0004367,S-trichloromethylation,trichloromethylation,,http://purl.obolibrary.org/obo/MOP_0004367,Class
MOP:0004368,S-trifluoromethylation,trifluoromethylation,,http://purl.obolibrary.org/obo/MOP_0004368,Class
MOP:0004369,S-alkylation,alkylation,,http://purl.obolibrary.org/obo/MOP_0004369,Class
MOP:0004370,S-butylation,butylation,,http://purl.obolibrary.org/obo/MOP_0004370,Class
MOP:0004371,S-cerylation,cerylation,,http://purl.obolibrary.org/obo/MOP_0004371,Class
MOP:0004372,S-decylation,decylation,,http://purl.obolibrary.org/obo/MOP_0004372,Class
MOP:0004373,S-dodecylation,dodecylation,,http://purl.obolibrary.org/obo/MOP_0004373,Class
MOP:0004374,S-heptylation,heptylation,,http://purl.obolibrary.org/obo/MOP_0004374,Class
MOP:0004375,S-hexylation,hexylation,,http://purl.obolibrary.org/obo/MOP_0004375,Class
MOP:0004376,S-myricylation,myricylation,,http://purl.obolibrary.org/obo/MOP_0004376,Class
MOP:0004377,S-myristylation,myristylation,,http://purl.obolibrary.org/obo/MOP_0004377,Class
MOP:0004378,S-nonylation,nonylation,,http://purl.obolibrary.org/obo/MOP_0004378,Class
MOP:0004379,S-octylation,octylation,,http://purl.obolibrary.org/obo/MOP_0004379,Class
MOP:0004380,S-palmitylation,palmitylation,,http://purl.obolibrary.org/obo/MOP_0004380,Class
MOP:0004381,S-pentylation,pentylation,,http://purl.obolibrary.org/obo/MOP_0004381,Class
MOP:0004382,S-propylation,propylation,,http://purl.obolibrary.org/obo/MOP_0004382,Class
MOP:0004383,S-stearylation,stearylation,,http://purl.obolibrary.org/obo/MOP_0004383,Class
MOP:0004384,S-isopropylation,isopropylation,,http://purl.obolibrary.org/obo/MOP_0004384,Class
MOP:0004385,S-ethylation,ethylation,,http://purl.obolibrary.org/obo/MOP_0004385,Class
MOP:0004386,S-isobutylation,isobutylation,,http://purl.obolibrary.org/obo/MOP_0004386,Class
MOP:0004387,S-pentan-2-ylation,pentan-2-ylation,,http://purl.obolibrary.org/obo/MOP_0004387,Class
MOP:0004388,S-isopentylation,isopentylation,,http://purl.obolibrary.org/obo/MOP_0004388,Class
MOP:0004389,S-3-methylbutan-2-ylation,3-methylbutan-2-ylation,,http://purl.obolibrary.org/obo/MOP_0004389,Class
MOP:0004390,S-tert-pentylation,tert-pentylation,,http://purl.obolibrary.org/obo/MOP_0004390,Class
MOP:0004391,S-neopentylation,neopentylation,,http://purl.obolibrary.org/obo/MOP_0004391,Class
MOP:0004392,S-undecylation,undecylation,,http://purl.obolibrary.org/obo/MOP_0004392,Class
MOP:0004393,S-tridecylation,tridecylation,,http://purl.obolibrary.org/obo/MOP_0004393,Class
MOP:0004394,S-pentadecylation,pentadecylation,,http://purl.obolibrary.org/obo/MOP_0004394,Class
MOP:0004395,S-nonadecylation,nonadecylation,,http://purl.obolibrary.org/obo/MOP_0004395,Class
MOP:0004396,S-arachidylation,arachidylation,,http://purl.obolibrary.org/obo/MOP_0004396,Class
MOP:0004397,S-henicosylation,henicosylation,,http://purl.obolibrary.org/obo/MOP_0004397,Class
MOP:0004398,S-behenylation,behenylation,,http://purl.obolibrary.org/obo/MOP_0004398,Class
MOP:0004399,S-tricosylation,tricosylation,,http://purl.obolibrary.org/obo/MOP_0004399,Class
MOP:0004400,S-lignocerylation,lignocerylation,,http://purl.obolibrary.org/obo/MOP_0004400,Class
MOP:0004401,S-pentacosylation,pentacosylation,,http://purl.obolibrary.org/obo/MOP_0004401,Class
MOP:0004402,S-heptacosylation,heptacosylation,,http://purl.obolibrary.org/obo/MOP_0004402,Class
MOP:0004403,S-montanylation,montanylation,,http://purl.obolibrary.org/obo/MOP_0004403,Class
MOP:0004404,S-nonacosylation,nonacosylation,,http://purl.obolibrary.org/obo/MOP_0004404,Class
MOP:0004405,S-sec-butylation,sec-butylation,,http://purl.obolibrary.org/obo/MOP_0004405,Class
MOP:0004406,S-tert-butylation,tert-butylation,,http://purl.obolibrary.org/obo/MOP_0004406,Class
MOP:0004407,S-pentan-3-ylation,pentan-3-ylation,,http://purl.obolibrary.org/obo/MOP_0004407,Class
MOP:0004408,S-2-chloroethylation,2-chloroethylation,,http://purl.obolibrary.org/obo/MOP_0004408,Class
MOP:0004409,S-1-chloroethylation,1-chloroethylation,,http://purl.obolibrary.org/obo/MOP_0004409,Class
MOP:0004410,S-hydrocarbylation,hydrocarbylation,,http://purl.obolibrary.org/obo/MOP_0004410,Class
MOP:0004411,S-arylation,arylation,,http://purl.obolibrary.org/obo/MOP_0004411,Class
MOP:0004412,S-phenylation,phenylation,,http://purl.obolibrary.org/obo/MOP_0004412,Class
MOP:0004413,S-biphenyl-4-ylation,biphenyl-4-ylation,,http://purl.obolibrary.org/obo/MOP_0004413,Class
MOP:0004414,S-naphthylation,naphthylation,,http://purl.obolibrary.org/obo/MOP_0004414,Class
MOP:0004415,S-1-naphthylation,1-naphthylation,,http://purl.obolibrary.org/obo/MOP_0004415,Class
MOP:0004416,S-2-naphthylation,2-naphthylation,,http://purl.obolibrary.org/obo/MOP_0004416,Class
MOP:0004417,S-cycloalkylation,cycloalkylation,,http://purl.obolibrary.org/obo/MOP_0004417,Class
MOP:0004418,S-cyclobutylation,cyclobutylation,,http://purl.obolibrary.org/obo/MOP_0004418,Class
MOP:0004419,S-cyclopropylation,cyclopropylation,,http://purl.obolibrary.org/obo/MOP_0004419,Class
MOP:0004420,S-alkenylation,alkenylation,,http://purl.obolibrary.org/obo/MOP_0004420,Class
MOP:0004421,S-oleylation,oleylation,,http://purl.obolibrary.org/obo/MOP_0004421,Class
MOP:0004422,S-allylation,allylation,,http://purl.obolibrary.org/obo/MOP_0004422,Class
MOP:0004423,S-isopropenylation,isopropenylation,,http://purl.obolibrary.org/obo/MOP_0004423,Class
MOP:0004424,S-vinylation,vinylation,,http://purl.obolibrary.org/obo/MOP_0004424,Class
MOP:0004425,S-prenylation,prenylation,,http://purl.obolibrary.org/obo/MOP_0004425,Class
MOP:0004426,S-phytylation,phytylation,,http://purl.obolibrary.org/obo/MOP_0004426,Class
MOP:0004427,,,,http://purl.obolibrary.org/obo/MOP_0004427,Class
MOP:0004428,S-polyprenylation,polyprenylation,,http://purl.obolibrary.org/obo/MOP_0004428,Class
MOP:0004429,S-farnesylation,farnesylation,,http://purl.obolibrary.org/obo/MOP_0004429,Class
MOP:0004430,S-geranylation,geranylation,,http://purl.obolibrary.org/obo/MOP_0004430,Class
MOP:0004431,S-geranylgeranylation,geranylgeranylation,,http://purl.obolibrary.org/obo/MOP_0004431,Class
MOP:0004432,S-retinylation,retinylation,,http://purl.obolibrary.org/obo/MOP_0004432,Class
MOP:0004433,S-adamantan-2-ylation,adamantan-2-ylation,,http://purl.obolibrary.org/obo/MOP_0004433,Class
MOP:0004434,S-cycloalkenylation,cycloalkenylation,,http://purl.obolibrary.org/obo/MOP_0004434,Class
MOP:0004435,S-campholenic cyclohexenylation,campholenic cyclohexenylation,,http://purl.obolibrary.org/obo/MOP_0004435,Class
MOP:0004436,S-cyclopentadienylation,cyclopentadienylation,,http://purl.obolibrary.org/obo/MOP_0004436,Class
MOP:0004437,S-eta(5)-cyclopentadienylation,eta(5)-cyclopentadienylation,,http://purl.obolibrary.org/obo/MOP_0004437,Class
MOP:0004438,S-eta(1)-cyclopentadienylation,eta(1)-cyclopentadienylation,,http://purl.obolibrary.org/obo/MOP_0004438,Class
MOP:0004439,"S-ethene-1,2-diylation","ethene-1,2-diylation",,http://purl.obolibrary.org/obo/MOP_0004439,Class
MOP:0004440,S-arachidonylation,arachidonylation,,http://purl.obolibrary.org/obo/MOP_0004440,Class
MOP:0004441,S-benzylation,benzylation,,http://purl.obolibrary.org/obo/MOP_0004441,Class
MOP:0004442,S-anthracen-1-ylation,anthracen-1-ylation,,http://purl.obolibrary.org/obo/MOP_0004442,Class
MOP:0004443,S-anthracen-2-ylation,anthracen-2-ylation,,http://purl.obolibrary.org/obo/MOP_0004443,Class
MOP:0004444,S-imidazolylation,imidazolylation,,http://purl.obolibrary.org/obo/MOP_0004444,Class
MOP:0004445,S-imidazol-1-ylation,imidazol-1-ylation,,http://purl.obolibrary.org/obo/MOP_0004445,Class
MOP:0004446,S-imidazol-2-ylation,imidazol-2-ylation,,http://purl.obolibrary.org/obo/MOP_0004446,Class
MOP:0004447,S-imidazol-5-ylation,imidazol-5-ylation,,http://purl.obolibrary.org/obo/MOP_0004447,Class
MOP:0004448,S-imidazol-4-ylation,imidazol-4-ylation,,http://purl.obolibrary.org/obo/MOP_0004448,Class
MOP:0004449,S-furylation,furylation,,http://purl.obolibrary.org/obo/MOP_0004449,Class
MOP:0004450,S-2-furylation,2-furylation,,http://purl.obolibrary.org/obo/MOP_0004450,Class
MOP:0004451,S-3-furylation,3-furylation,,http://purl.obolibrary.org/obo/MOP_0004451,Class
MOP:0004452,S-thienylation,thienylation,,http://purl.obolibrary.org/obo/MOP_0004452,Class
MOP:0004453,S-2-thienylation,2-thienylation,,http://purl.obolibrary.org/obo/MOP_0004453,Class
MOP:0004454,S-3-thienylation,3-thienylation,,http://purl.obolibrary.org/obo/MOP_0004454,Class
MOP:0004455,S-adenin-9-ylation,adenin-9-ylation,,http://purl.obolibrary.org/obo/MOP_0004455,Class
MOP:0004456,S-guanin-9-ylation,guanin-9-ylation,,http://purl.obolibrary.org/obo/MOP_0004456,Class
MOP:0004457,S-acetimidoylation,acetimidoylation,,http://purl.obolibrary.org/obo/MOP_0004457,Class
MOP:0004458,S-organylation,organylation,,http://purl.obolibrary.org/obo/MOP_0004458,Class
MOP:0004459,S-organic heterocyclylation,organic heterocyclylation,,http://purl.obolibrary.org/obo/MOP_0004459,Class
MOP:0004460,S-heteroarylation,heteroarylation,,http://purl.obolibrary.org/obo/MOP_0004460,Class
MOP:0004461,"S-4,4'-dimethoxytriphenylmethylation","4,4'-dimethoxytriphenylmethylation",,http://purl.obolibrary.org/obo/MOP_0004461,Class
MOP:0004462,S-taurylation,taurylation,,http://purl.obolibrary.org/obo/MOP_0004462,Class
MOP:0004463,S-triflylation,triflylation,,http://purl.obolibrary.org/obo/MOP_0004463,Class
MOP:0004464,S-glycidylation,glycidylation,,http://purl.obolibrary.org/obo/MOP_0004464,Class
MOP:0004465,S-sulfanylmethylation,sulfanylmethylation,,http://purl.obolibrary.org/obo/MOP_0004465,Class
MOP:0004466,S-selanylmethylation,selanylmethylation,,http://purl.obolibrary.org/obo/MOP_0004466,Class
MOP:0004467,S-2-carboxyethylation,2-carboxyethylation,,http://purl.obolibrary.org/obo/MOP_0004467,Class
MOP:0004468,S-2-amino-2-oxoethylation,2-amino-2-oxoethylation,,http://purl.obolibrary.org/obo/MOP_0004468,Class
MOP:0004469,S-3-amino-3-oxopropylation,3-amino-3-oxopropylation,,http://purl.obolibrary.org/obo/MOP_0004469,Class
MOP:0004470,S-2-(methylsulfanyl)ethylation,2-(methylsulfanyl)ethylation,,http://purl.obolibrary.org/obo/MOP_0004470,Class
MOP:0004471,S-4-hydroxybenzylation,4-hydroxybenzylation,,http://purl.obolibrary.org/obo/MOP_0004471,Class
MOP:0004472,S-1H-indol-3-ylmethylation,1H-indol-3-ylmethylation,,http://purl.obolibrary.org/obo/MOP_0004472,Class
MOP:0004473,S-1H-imidazol-4-ylmethylation,1H-imidazol-4-ylmethylation,,http://purl.obolibrary.org/obo/MOP_0004473,Class
MOP:0004474,S-3-carbamimidamidopropylation,3-carbamimidamidopropylation,,http://purl.obolibrary.org/obo/MOP_0004474,Class
MOP:0004475,S-hydroxymethylation,hydroxymethylation,,http://purl.obolibrary.org/obo/MOP_0004475,Class
MOP:0004476,S-1-hydroxyethylation,1-hydroxyethylation,,http://purl.obolibrary.org/obo/MOP_0004476,Class
MOP:0004477,S-haloalkylation,haloalkylation,,http://purl.obolibrary.org/obo/MOP_0004477,Class
MOP:0004478,S-2-(trimethylsilyl)ethoxymethylation,2-(trimethylsilyl)ethoxymethylation,,http://purl.obolibrary.org/obo/MOP_0004478,Class
MOP:0004479,S-acylation,acylation,,http://purl.obolibrary.org/obo/MOP_0004479,Class
MOP:0004480,S-organoheterylation,organoheterylation,,http://purl.obolibrary.org/obo/MOP_0004480,Class
MOP:0004481,S-oxalosulfanylation,oxalosulfanylation,,http://purl.obolibrary.org/obo/MOP_0004481,Class
